image_lien,adresse,prix,details
https://images.coinafrique.com/thumb_729692_uploaded_image1_1562719154.82.png,"Medina, Dakar, Sénégal",25000.0,Details Inconnus
https://images.coinafrique.com/thumb_729710_uploaded_image1_1562719384.82.png,"Grand Yoff, Dakar, Sénégal",3000.0,"On livre partout à Dakar .

Juste vous payer le prix de votre poulet et la livraison est faite ."
https://images.coinafrique.com/thumb_729715_uploaded_image1_1562719494.94.png,"Médina, Dakar, Sénégal",25000.0,Details Inconnus
https://images.coinafrique.com/thumb_761183_uploaded_image1_1563536095.25.png,"Mbour, Sénégal",70000.0,Un couple géant des Flandre issu d'un mâle fauve géant des flandre pur sang importé et tatoué.
https://images.coinafrique.com/thumb_774940_uploaded_image1_1563940703.34.png,"Dakar, Sénégal",40000.0,"Couple de lapins demi sang géants des Flandres, disponible"
https://images.coinafrique.com/thumb_798654_uploaded_image2_1564576617.9.png,"Guediawaye, Dakar, Sénégal",2000.0,Meilleure qualité poulet de chair poids 2.kg à seulement 2000
https://images.coinafrique.com/thumb_841858_uploaded_image1_1565838064.66.png,"Thies Ouest, Thiès, Sénégal",5000.0,Bonjour je vends des coqs et poussins de Brahmane pur sang
https://images.coinafrique.com/thumb_855420_uploaded_image1_1566249496.28.png,Sénégal,15000.0,Disponibles.
https://images.coinafrique.com/thumb_858710_uploaded_image1_1566319546.08.png,Sénégal,800.0,Details Inconnus
https://images.coinafrique.com/thumb_862099_uploaded_image1_1566396428.28.png,"Médina, Dakar, Sénégal",70000.0,Femelle GDF 4 mois à vendre
https://images.coinafrique.com/thumb_878312_uploaded_image1_1566833445.3.png,"Médina, Dakar, Sénégal",10000.0,Details Inconnus
https://images.coinafrique.com/thumb_885789_uploaded_image1_1566997710.07.png,"Dakar, Sénégal",2500.0,Details Inconnus
https://images.coinafrique.com/thumb_886578_uploaded_image1_1567011857.49.png,Sénégal,800.0,"Nous mettons à votre disposition des volailles de race de hollande

- Origine hollandaise

- Poids adulte : coq : 3,5 à 4 kg ; poule : 2,7 à 3,2 kg

Nous faisons la couvaison des œufs importés et mettons en vente les poussins à raison de 800 F CFA l’unité."
https://images.coinafrique.com/thumb_886584_uploaded_image1_1567011994.0.png,Sénégal,2500.0,Details Inconnus
https://images.coinafrique.com/thumb_899472_uploaded_image1_1567385639.81.png,"Dakar, Sénégal",30000.0,Coq cochin bleu de 6 mois à vendre
https://images.coinafrique.com/thumb_899477_uploaded_image1_1567385912.28.png,"Dakar, Sénégal",15000.0,Couple bantam de 3 semaines à vendre
https://images.coinafrique.com/thumb_899487_uploaded_image1_1567386142.96.png,"Dakar, Sénégal",15000.0,Barahmane de 4 mois à vendre.
https://images.coinafrique.com/thumb_899496_uploaded_image1_1567386467.81.png,"Dakar, Sénégal",30000.0,Femelle cochin bleu en production et race pure à vendre
https://images.coinafrique.com/thumb_908730_uploaded_image1_1567603082.63.png,"Pikine, Sénégal",25000.0,Venez commander de bons poulets à bon prix
https://images.coinafrique.com/thumb_912493_uploaded_image1_1567685916.85.png,"Keur Massar, Sénégal",8000.0,Poussins de moins de 2 semaines
https://images.coinafrique.com/thumb_944280_uploaded_image1_1568469542.41.png,"Dieuppeul-Derklé, Dakar, Sénégal",7000.0,Bon prix .
https://images.coinafrique.com/thumb_944363_uploaded_image1_1568471599.26.png,Sénégal,25000.0,"Éleveur professionnel
Pigeon de race poulet de race lapin de race pérush"
https://images.coinafrique.com/thumb_968953_uploaded_image1_1569008082.81.png,"Guediawaye, Dakar, Sénégal",30000.0,"Je vends des paires de paons à des prix très abordables. 

Si vous êtes intéressés, contactez moi."
https://images.coinafrique.com/thumb_977534_uploaded_image1_1569239272.43.png,Sénégal,7000.0,Poules
https://images.coinafrique.com/thumb_993655_uploaded_image1_1569535990.77.png,"Médina, Dakar, Sénégal",11000.0,Lapin mal
https://images.coinafrique.com/thumb_1006369_uploaded_image1_1569853974.38.png,"Hann Bel-Air, Dakar, Sénégal",35000.0,Capables de couver ses œufs et d'élever ses poussins
https://images.coinafrique.com/thumb_1006380_uploaded_image1_1569854064.06.png,"Hann Bel-Air, Dakar, Sénégal",15000.0,Capables de couver ses œufs comme les poules de la basse cour
https://images.coinafrique.com/thumb_1006407_uploaded_image1_1569854536.38.png,"Grand Yoff, Dakar, Sénégal",20000.0,Pigeon Triganini est une race de pigeon italienne de Modene
https://images.coinafrique.com/thumb_1006413_uploaded_image1_1569854645.39.png,"Grand Yoff, Dakar, Sénégal",25000.0,Messager de Bassorah est une race de pigeon syrienne
https://images.coinafrique.com/thumb_1006424_uploaded_image1_1569854764.54.png,"Grand Yoff, Dakar, Sénégal",20000.0,Pigeon originaire de la ville  de Revelles
https://images.coinafrique.com/thumb_1014679_uploaded_image1_1570023780.43.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",15000.0,Details Inconnus
https://images.coinafrique.com/thumb_1023073_uploaded_image1_1570188340.15.png,"Yoff, Dakar, Sénégal",45000.0,Lapin géant métisse Florida white (USA) âgés de 6 mois et bien entretenu
https://images.coinafrique.com/thumb_1040990_uploaded_image1_1570583700.42.png,"Hann Bel-Air, Dakar, Sénégal",75000.0,Des inséparables perroquets de décoration
https://images.coinafrique.com/thumb_1072763_uploaded_image1_1571252694.33.png,"Mermoz-Sacré Coeur, Dakar, Sénégal",35000.0,"Lapin mâle de 5 mois 3/4, géant des Flandres."
https://images.coinafrique.com/thumb_1091921_uploaded_image1_1571681099.26.png,"Diourbel, Sénégal",25000.0,Details Inconnus
https://images.coinafrique.com/thumb_1112720_uploaded_image1_1572054298.36.png,"Cambérène, Dakar, Sénégal",50000.0,Je vends un couple pigeons cravatés français.
https://images.coinafrique.com/thumb_1115010_uploaded_image1_1572106167.81.png,Sénégal,25000.0,Bon poulet
https://images.coinafrique.com/thumb_1137405_uploaded_image2_1572537461.89.png,"Fatick, Sénégal",25000.0,Pigeons de race pur sang.
https://images.coinafrique.com/thumb_1146827_uploaded_image2_1572746441.92.png,"Patte d'oie, Dakar, Sénégal",25000.0,"Je vends des poulets ""guinars tiirr"", disponibles à bon prix noirs et blancs."
https://images.coinafrique.com/thumb_1148605_uploaded_image1_1572793285.71.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",25000.0,Details Inconnus
https://images.coinafrique.com/thumb_1148681_uploaded_image1_1572794832.68.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",30000.0,A discuter
https://images.coinafrique.com/thumb_1159518_uploaded_image1_1572985208.46.png,Sénégal,25000.0,Poussin de qualité couvoir Amar nous travaillions pour l'efficacité selon le besoin et la proximité des personnes.
https://images.coinafrique.com/thumb_1204935_uploaded_image1_1573840898.61.png,"Les Parcelles Assainies, Dakar, Sénégal",20000.0,Je vends une jeune femelle lahor lavande
https://images.coinafrique.com/thumb_1209192_uploaded_image1_1573933592.0.png,"Pikine, Sénégal",60000.0,Eureka guet-gui - met en vente ce couple de beauté allemand blanc uni adulte
https://images.coinafrique.com/thumb_1242200_uploaded_image1_1574510941.51.png,"Dakar, Sénégal",20000.0,"Bonjour tout le monde , nous somme là pour vous présenter notre premier fruit de la Colombo culture (élevage des pigeons de races) 
Un couple de pigeon jeune, âgé de 2 mois ,ce sont des paons indien rouge à tampon gris
Paon indien à un prix vraiment avantageux pour vous.
Eh oui, c'est notre black friday ,"
https://images.coinafrique.com/thumb_1246480_uploaded_image1_1574613561.29.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",10000.0,Bonjour je vous présente une femelle fauve à un prix cadeau + un paon blanc offert
https://images.coinafrique.com/thumb_1247406_uploaded_image1_1574631655.88.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",20000.0,"Je vends un pigeon mâle de race mondain
je vous le vends à un prix cadeau alors appelez-moi vite
n'hésitez pas pour des informations."
https://images.coinafrique.com/thumb_1261253_uploaded_image1_1574871227.98.png,"Ngor, Dakar, Sénégal",25000.0,"Lapin fauve de Bourgogne à vendre 
Pure race"
https://images.coinafrique.com/thumb_1291213_uploaded_image1_1575425609.27.png,"Guediawaye, Dakar, Sénégal",70000.0,Je suis un éleveur de lapin de race
https://images.coinafrique.com/thumb_1291215_uploaded_image1_1575425694.27.png,"Guediawaye, Dakar, Sénégal",70000.0,Lapins de race à vendre en bonne santé
https://images.coinafrique.com/thumb_1291244_uploaded_image1_1575430604.21.png,"Grand Yoff, Dakar, Sénégal",25000.0,Details Inconnus
https://images.coinafrique.com/thumb_1346036_uploaded_image1_1576462750.49.png,"Dakar, Sénégal",25000.0,"Nous vendons des dindes ; colvert ; canard ; pigeons ; poulet local etc....
Veillez me contacter pour plus d'information  merci"
https://images.coinafrique.com/thumb_1346042_uploaded_image1_1576463783.33.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",5000.0,Nous vendons des canards. Contacter nous pour plus d'information merci
https://images.coinafrique.com/thumb_1365452_uploaded_image1_1576790350.48.png,"Dakar, Sénégal",240.0,"Des œufs fécondés de qualité, pour des poussins en bonne santé.
Nous produisons des œufs fécondés de Ross 308. 
Les poulet de chairs.
Notre stock est toujours disponible. 
Nous livrons dans 3 jours après la validation de votre commande 
Nous livrons minimum une palette qui contient 8640 œufs. 
NB: si vous avez besoin plus d'informations ou d'un incubateur n'hésitez pas à nous contacter."
https://images.coinafrique.com/thumb_1415870_uploaded_image1_1577915713.92.png,"Keur Massar, Sénégal",60000.0,Trio bantam de pékin (male noir femele noir et gris)
https://images.coinafrique.com/thumb_1415899_uploaded_image1_1577916626.18.png,"Keur Massar, Sénégal",50000.0,Couple brahmane adulte
https://images.coinafrique.com/thumb_1417714_uploaded_image1_1577970779.66.png,"Dakar, Sénégal",40000.0,Baramane de race
https://images.coinafrique.com/thumb_1432855_uploaded_image1_1578928555.77.png,Sénégal,15000.0,"Des poussins hermines sont disponible sur prix
Merci"
https://images.coinafrique.com/thumb_1461888_uploaded_image1_1578719186.99.png,"Hann Bel-Air, Dakar, Sénégal",35000.0,Une mâle de poule de race baraman à vendre
https://images.coinafrique.com/thumb_1480111_uploaded_image1_1579028647.6.png,"Keur Massar, Sénégal",15000.0,Des males de bantam de pékin à vendre à un prix abordable
https://images.coinafrique.com/thumb_1521236_uploaded_image1_1579695858.03.png,"Hann Bel-Air, Dakar, Sénégal",40000.0,Un mâle de race baraman disponible
https://images.coinafrique.com/thumb_1577201_uploaded_image1_1580561085.8.png,"Keur Massar, Sénégal",25000.0,Couple cochin adulte(male et une femele coucou)
https://images.coinafrique.com/thumb_1584132_uploaded_image2_1580714620.25.png,"Keur Massar, Sénégal",77500.0,Couple  oie à vendre prix abordable
https://images.coinafrique.com/thumb_1599500_uploaded_image1_1580916087.86.png,"Les Parcelles Assainies, Dakar, Sénégal",30000.0,Details Inconnus
https://images.coinafrique.com/thumb_1645136_uploaded_image1_1581608040.8.png,"Keur Massar, Sénégal",55000.0,Couple cochin adulte à vendre
https://images.coinafrique.com/thumb_1654385_uploaded_image1_1581775358.47.png,"Guediawaye, Dakar, Sénégal",40000.0,Details Inconnus
https://images.coinafrique.com/thumb_1687460_uploaded_image1_1582336381.54.png,"Dakar, Sénégal",10000.0,Je mets en vente des lapin métissé
https://images.coinafrique.com/thumb_1691196_uploaded_image1_1582420837.2.png,"Dakar, Sénégal",77500.0,Details Inconnus
https://images.coinafrique.com/thumb_1699722_uploaded_image1_1582581938.31.png,"Louga, Sénégal",35000.0,Vente de coq Orpington fauve
https://images.coinafrique.com/thumb_1712742_uploaded_image1_1582798028.37.png,"Dakar-Plateau, Dakar, Sénégal",65000.0,Couple pigeons de race
https://images.coinafrique.com/thumb_1716103_uploaded_image1_1582837127.36.png,"Dakar, Sénégal",5000.0,Des poussins Orpington disponible à 5000fcfa l'unité
https://images.coinafrique.com/thumb_1723625_uploaded_image1_1582972350.31.png,"Les Parcelles Assainies, Dakar, Sénégal",25000.0,Baraman disponible mâle à bon prix
https://images.coinafrique.com/thumb_1732205_uploaded_image1_1583152160.0.png,"Thies Nord, Thiès, Sénégal",25000.0,Lapin de race Angora
https://images.coinafrique.com/thumb_1773437_uploaded_image1_1583858452.61.png,"Keur Massar, Sénégal",20000.0,Mâles bantam de pékin de 7 mois à vendre
https://images.coinafrique.com/thumb_1804515_uploaded_image1_1584398280.63.png,"Grand Yoff, Dakar, Sénégal",60000.0,Des couple texan et paon indien disponible
https://images.coinafrique.com/thumb_1804522_uploaded_image1_1584398352.13.png,"Dakar, Sénégal",60000.0,Des couple texan et paon indien disponible
https://images.coinafrique.com/thumb_1804679_uploaded_image1_1584402291.56.png,"Keur Massar, Sénégal",30000.0,Bonjour je vend une  couple a paon indien
https://images.coinafrique.com/thumb_1804847_uploaded_image1_1584408926.38.png,Sénégal,2700.0,Livraison a domicile a partir de 5 poulets 1kilo700 et 2kilo
https://images.coinafrique.com/thumb_1812172_uploaded_image1_1584528622.9.png,"Parcelle Assainies, Dakar, Sénégal",40000.0,Brahma à vendre race pure bonne santé .
https://images.coinafrique.com/thumb_1831098_uploaded_image1_1584866026.02.png,"Dakar-Plateau, Dakar, Sénégal",13000.0,Pigeon voyageur
https://images.coinafrique.com/thumb_1831100_uploaded_image1_1584866055.19.png,"Dakar-Plateau, Dakar, Sénégal",13000.0,Pigeon voyageur
https://images.coinafrique.com/thumb_1842198_uploaded_image1_1585068914.59.png,"Rufisque, Sénégal",3000.0,"Avez vous besoin de poulet appelez nous.     
Distributeur de poulets de chairs faites vos commandes"
https://images.coinafrique.com/thumb_1856511_uploaded_image1_1585321343.73.png,"Louga, Sénégal",25000.0,De beaux pigeons mondains boulans ou métisses disponibles en quantité et en qualité
https://images.coinafrique.com/thumb_1888745_uploaded_image1_1585919292.3.png,"Keur Massar, Sénégal",2500.0,Des poulet de chair de bonne qualité disponible
https://images.coinafrique.com/thumb_1890068_uploaded_image1_1585932988.65.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",40000.0,Details Inconnus
https://images.coinafrique.com/thumb_1890093_uploaded_image1_1585933267.84.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",30000.0,Details Inconnus
https://images.coinafrique.com/thumb_1890181_uploaded_image1_1585934252.04.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",40000.0,Details Inconnus
https://images.coinafrique.com/thumb_1890193_uploaded_image1_1585934383.75.png,"Mermoz-Sacré-Cœur, Dakar, Sénégal",35000.0,Details Inconnus
https://images.coinafrique.com/thumb_1907954_uploaded_image1_1586270049.67.png,"Dakar, Sénégal",3000.0,Details Inconnus
https://images.coinafrique.com/thumb_1963021_uploaded_image1_1587139946.35.jpeg,"Dakar, Sénégal",2400.0,1kg700 a 1kg900 et frais de livraison
https://images.coinafrique.com/thumb_1963033_uploaded_image1_1587140018.16.jpeg,"Dakar, Sénégal",2400.0,1kg700 a 1kg900
https://images.coinafrique.com/thumb_1971696_uploaded_image1_1587287294.47.jpeg,"Saly, Sénégal",650.0,"Je vends des poussins de chair nés le 8 avril j'en ai environ 350
et 10 poussins bleu de hollande à 950 fcfa"
https://images.coinafrique.com/thumb_1975396_uploaded_image1_1587342507.59.jpeg,"Keur Massar, Sénégal",25000.0,Couple brahman adulte de 7 mois contactez-moi
https://images.coinafrique.com/thumb_1988804_uploaded_image1_1587553659.jpg,"Dieuppeul-Derklé, Dakar, Sénégal",2500.0,"Nous vous proposons des poulets de bonne qualité à partir de 2500 F ( prix au détail )
Vente en gros possible"
https://images.coinafrique.com/thumb_1990096_uploaded_image1_1587571540.jpg,"Keur Massar, Sénégal",25000.0,"Poussins de brahman colombia de 3 semaines disponible
Venez vite"
https://images.coinafrique.com/thumb_1992182_uploaded_image1_1587592805.jpg,"Guediawaye, Dakar, Sénégal",35000.0,Pigeon rouge
https://images.coinafrique.com/thumb_1995115_uploaded_image1_1587645382.jpg,"Dakar, Sénégal",50000.0,A vendre
https://images.coinafrique.com/thumb_1995134_uploaded_image1_1587645507.jpg,"Dakar, Sénégal",50000.0,Details Inconnus
https://images.coinafrique.com/thumb_1995183_uploaded_image1_1587645917.jpg,"Dakar, Sénégal",50000.0,Details Inconnus
https://images.coinafrique.com/thumb_1995210_uploaded_image1_1587646147.jpg,"Dakar, Sénégal",50000.0,Details Inconnus
https://images.coinafrique.com/thumb_1997244_uploaded_image1_1587667066.jpg,"Dakar, Sénégal",35000.0,2 mois
https://images.coinafrique.com/thumb_2001942_uploaded_image2_1587735661.98.jpeg,"Dakar, Sénégal",3000.0,Pour plus d'information appelez moi ou whatsapp possibilité de livraison
https://images.coinafrique.com/thumb_2002375_uploaded_image1_1587741273.jpg,"Keur Massar, Sénégal",2200.0,"Je vends des poulets sur pieds et des œufs à 1500FCFA  si vous passez récupérer votre commande, 1600 si c'est moi qui vous l'amène."
https://images.coinafrique.com/thumb_2021584_uploaded_image1_1588073587.jpg,"Dakar, Sénégal",4200.0,Details Inconnus
https://images.coinafrique.com/thumb_2172605_uploaded_image1_1590453736.jpg,"Keur Massar, Sénégal",2200.0,Je veux des poulets de bonne qualité à un prix raisonnable
https://images.coinafrique.com/thumb_2221541_uploaded_image1_1591196081.jpg,"Parcelle Assainies, Dakar, Sénégal",20000.0,Nous vendons des lapins et lapereaux de toutes races à des prix incontournables
https://images.coinafrique.com/thumb_2223516_uploaded_image1_1591222379.jpg,"HLM, Dakar, Sénégal",15000.0,"Je vends des lapins race blanche angora française de 52 jours 
à des prix imbattables"
https://images.coinafrique.com/thumb_2229912_uploaded_image1_1591309427.jpg,"Dakar, Sénégal",15000.0,"Je vends des lapins de races blanches angora française âgées de 52 jours à des prix imbattables.
n'hésitez pas à passer votre commande avec la possibilité d'une livraison à domicile"
https://images.coinafrique.com/thumb_2257183_uploaded_image1_1591743270.jpg,"Dakar, Sénégal",12500.0,Details Inconnus
https://images.coinafrique.com/thumb_2257189_uploaded_image1_1591743386.jpg,"Dakar, Sénégal",12500.0,Details Inconnus
https://images.coinafrique.com/thumb_2258568_uploaded_image1_1591778766.jpg,"Keur Massar, Sénégal",25000.0,"Trois jeunes males brahman à céder 
faîtes vite"
https://images.coinafrique.com/thumb_2263150_uploaded_image1_1591826889.jpg,"Rufisque, Sénégal",65000.0,Couple bramane productrice
https://images.coinafrique.com/thumb_2270078_uploaded_image1_1591913628.5.jpeg,"Mermoz-Sacré-Cœur, Dakar, Sénégal",40000.0,Culbita rakovni
https://images.coinafrique.com/thumb_2283626_uploaded_image1_1592152112.jpg,"Dakar, Sénégal",40000.0,Details Inconnus
https://images.coinafrique.com/thumb_2283654_uploaded_image1_1592152413.jpg,"Dakar, Sénégal",40000.0,Coucou
https://images.coinafrique.com/thumb_2284382_uploaded_image1_1592163164.jpg,"Dakar, Sénégal",40000.0,Cochin coucou 2 mois
https://images.coinafrique.com/thumb_2284393_uploaded_image1_1592163359.jpg,"Dakar, Sénégal",40000.0,Cochin coucou  2mois
https://images.coinafrique.com/thumb_2289615_uploaded_image1_1592241607.jpg,"Mbour, Sénégal",3000.0,Details Inconnus
https://images.coinafrique.com/thumb_2297368_uploaded_image1_1592352689.jpg,"Parcelle Assainies, Dakar, Sénégal",20000.0,"Nous vendons des lapins et lapereaux de toutes races à des prix incontournables .
votre satisfaction,notre priorité.!"
https://images.coinafrique.com/thumb_2321095_uploaded_image1_1592725829.jpg,"Dakar, Sénégal",70000.0,Details Inconnus
https://images.coinafrique.com/thumb_2321099_uploaded_image1_1592725966.jpg,"Dakar, Sénégal",60000.0,Linsse pair
https://images.coinafrique.com/thumb_2321103_uploaded_image1_1592726101.jpg,"Dakar, Sénégal",10000.0,Details Inconnus
https://images.coinafrique.com/thumb_2323541_uploaded_image1_1592764212.jpg,"Dakar, Sénégal",35000.0,Details Inconnus
https://images.coinafrique.com/thumb_2323545_uploaded_image1_1592764300.jpg,"Dakar, Sénégal",70000.0,Lince
https://images.coinafrique.com/thumb_2323612_uploaded_image1_1592765525.jpg,"Dakar, Sénégal",70000.0,Lince
https://images.coinafrique.com/thumb_2336310_uploaded_image1_1592955606.jpg,"Diourbel, Sénégal",2000.0,Details Inconnus
https://images.coinafrique.com/thumb_2349641_uploaded_image1_1593167061.jpg,"Dakar, Sénégal",50000.0,Lapin de race engoura géant en bonne sante
https://images.coinafrique.com/thumb_2351149_uploaded_image1_1593181470.jpg,"Dakar, Sénégal",15000.0,"Salut à tous la société tpv volaille vous propose des poulets de toute race.orpinton cochin herminé brahmane 
herminé cou nu etc."
